src_ip,src_port,dest_ip,dest_port,proto,start_time,flow_alerted
172.16.255.1,10679,212.8.163.80,54900,tcp,1295981668,False
192.168.3.131,55959,65.55.5.231,80,tcp,1295981543,False
172.16.255.1,10695,10.1.1.2,50023,tcp,1295981732,False
172.16.255.1,10640,204.9.163.181,443,tcp,1295981655,False
172.16.255.1,10637,204.9.163.184,443,tcp,1295981652,False
192.168.3.131,56505,65.54.95.66,80,tcp,1295981735,False
192.168.3.131,56317,66.235.139.121,80,tcp,1295981674,True
172.16.255.1,10690,109.173.29.34,443,tcp,1295981675,True
172.16.255.1,10672,212.8.163.80,54900,tcp,1295981663,False
172.16.255.1,10683,109.173.29.34,443,tcp,1295981669,True
192.168.3.131,57244,204.14.234.85,443,tcp,1295981761,False
172.16.255.1,10704,67.215.65.132,445,tcp,1295981802,False
172.16.255.1,10631,204.9.163.184,12350,tcp,1295981649,False
192.168.3.131,52152,72.14.213.147,443,tcp,1295981542,False
10.0.2.15,2539,198.104.200.146,80,tcp,1295981659,False
192.168.3.131,55958,65.55.239.163,80,tcp,1295981543,False
172.16.255.1,10642,204.9.163.181,443,tcp,1295981655,False
192.168.3.131,56510,65.54.95.68,80,tcp,1295981736,False
192.168.3.131,55972,207.46.216.54,80,tcp,1295981545,False
192.168.3.131,56048,66.220.149.32,80,tcp,1295981570,True
10.0.2.15,2537,65.55.15.244,80,tcp,1295981659,False
192.168.3.131,56356,66.235.139.121,80,tcp,1295981687,True
192.168.3.131,58769,72.14.213.138,80,tcp,1295981775,False
172.16.255.1,10626,213.166.51.4,33033,tcp,1295981647,False
172.16.255.1,10624,213.166.51.4,33033,tcp,1295981645,False
192.168.3.131,56506,207.46.148.38,80,tcp,1295981735,False
192.168.3.131,56326,65.54.95.39,80,tcp,1295981675,False
192.168.3.131,58544,208.82.236.129,80,tcp,1295981669,False
192.168.3.131,56314,65.54.95.75,80,tcp,1295981672,False
172.16.255.1,50983,87.121.79.141,29347,udp,1295981650,False
172.16.255.1,50983,82.226.125.157,45834,udp,1295981660,False
192.168.3.131,58786,208.82.236.129,80,tcp,1295981782,False
192.168.3.131,57233,204.14.234.101,443,tcp,1295981760,False
192.168.3.131,17500,192.168.3.255,17500,udp,1295981750,False
192.168.3.131,56428,65.54.95.68,80,tcp,1295981710,False
192.168.3.131,56457,65.54.95.68,80,tcp,1295981719,False
72.14.213.103,80,192.168.3.131,57884,tcp,1295981652,False
172.16.255.1,50983,98.243.160.202,53755,udp,1295981666,False
172.16.255.1,50983,69.255.24.214,24506,udp,1295981641,False
192.168.3.131,55966,63.215.202.48,80,tcp,1295981543,False
172.16.255.1,50983,70.67.177.253,52967,udp,1295981670,False
192.168.3.131,52400,192.168.3.99,161,udp,1295981744,False
192.168.3.131,58788,208.82.236.129,80,tcp,1295981782,False
10.0.2.15,50559,10.0.2.3,53,udp,1295981655,False
192.168.3.131,56331,65.54.95.68,80,tcp,1295981676,False
172.16.255.1,50983,82.58.187.140,43187,udp,1295981663,False
10.0.2.15,2535,207.46.125.253,7001,udp,1295981659,False
172.16.255.1,50983,95.86.252.198,6192,udp,1295981655,False
192.168.3.131,57242,66.235.136.89,8443,tcp,1295981764,False
192.168.3.131,57213,74.125.127.148,80,tcp,1295981794,False
192.168.3.131,56476,65.54.95.68,80,tcp,1295981728,False
192.168.3.131,56454,65.54.95.75,80,tcp,1295981719,False
10.0.2.15,1095,192.168.3.90,139,tcp,1295981649,False
192.168.3.131,56455,65.54.95.75,80,tcp,1295981719,False
192.168.3.131,57147,208.50.77.97,80,tcp,1295981764,False
10.0.2.15,2531,207.46.125.253,7001,udp,1295981768,False
172.16.255.1,50983,10.1.1.2,50023,udp,1295981735,False
172.16.255.1,50983,87.64.66.227,31783,udp,1295981650,False
172.16.255.1,10669,204.194.237.136,80,tcp,1295981662,False
172.16.255.1,50983,67.84.50.244,37499,udp,1295981789,False
192.168.3.131,58517,208.82.236.130,80,tcp,1295981657,False
172.16.255.1,50983,94.41.86.170,9113,udp,1295981666,False
172.16.255.1,50983,24.192.137.36,45156,udp,1295981666,False
10.0.2.15,61870,10.0.2.3,53,udp,1295981659,False
172.16.255.1,10714,204.9.163.158,80,tcp,1295981828,True
192.168.3.131,56386,65.54.95.68,80,tcp,1295981698,False
172.16.255.1,50983,110.67.111.103,64228,udp,1295981665,False
172.16.255.1,50983,24.54.5.14,23389,udp,1295981745,False
192.168.3.131,57150,208.50.77.73,5480,tcp,1295981749,False
10.0.2.15,54795,10.0.2.3,53,udp,1295981659,False
10.0.2.15,2549,65.55.116.184,80,tcp,1295981671,False
10.0.2.15,2527,64.4.9.254,1863,tcp,1295981655,False
172.16.255.1,50983,114.46.144.25,29080,udp,1295981657,False
192.168.3.131,56477,65.54.95.75,80,tcp,1295981728,False
192.168.3.131,56478,65.54.95.75,80,tcp,1295981728,False
192.168.3.131,57191,207.46.216.54,80,tcp,1295981809,False
10.0.2.15,2540,207.46.105.186,5480,tcp,1295981770,False
10.0.2.15,48575,10.0.2.2,1900,udp,1295981769,False
10.0.2.15,59686,10.0.2.3,53,udp,1295981685,False
172.16.255.1,50983,76.167.181.32,10848,udp,1295981659,False
72.14.213.18,443,192.168.3.131,49673,tcp,1295981550,False
10.0.2.15,2543,65.55.116.184,80,tcp,1295981664,False
72.14.213.103,80,192.168.3.131,57881,tcp,1295981651,False
192.168.3.131,58777,208.82.236.129,80,tcp,1295981779,False
72.14.213.103,80,192.168.3.131,57889,tcp,1295981651,False
192.168.3.131,57202,208.50.77.134,5480,tcp,1295981779,False
172.16.255.1,60061,239.255.255.250,1900,udp,1295981831,False
192.168.3.131,58443,204.9.163.166,80,tcp,1295981622,False
192.168.3.131,56433,65.54.95.68,80,tcp,1295981710,False
172.16.255.1,50983,213.64.95.196,7892,udp,1295981660,False
72.14.213.103,80,192.168.3.131,57887,tcp,1295981651,False
192.168.3.131,57204,208.50.77.134,5480,tcp,1295981779,False
192.168.3.131,56407,65.54.95.75,80,tcp,1295981707,False
172.16.255.1,50983,97.103.179.155,2151,udp,1295981677,False
192.168.3.131,57192,69.63.181.15,5480,tcp,1295981779,False
192.168.3.131,56419,65.54.95.140,80,tcp,1295981709,False
192.168.3.131,56368,65.54.95.68,80,tcp,1295981689,False
172.16.255.1,50983,134.2.48.153,8984,udp,1295981666,False
172.16.255.1,50983,66.209.190.84,7457,udp,1295981789,False
172.16.255.1,137,172.16.255.255,137,udp,1295981803,False
172.16.255.1,50983,88.198.13.111,21368,udp,1295981650,False
10.0.2.15,2552,70.37.129.32,80,tcp,1295981696,False
172.16.255.1,50983,67.64.157.145,58164,udp,1295981789,False
172.16.255.1,50983,24.78.140.118,24884,udp,1295981663,False
174.36.30.111,80,192.168.3.131,49206,tcp,1295981780,False
172.16.255.1,50983,217.174.56.245,8395,udp,1295981650,False
172.16.255.1,50983,178.25.111.25,33453,udp,1295981650,False
172.16.255.1,50983,218.173.246.133,21363,udp,1295981665,False
172.16.255.1,50983,130.206.167.238,54002,udp,1295981650,False
192.168.3.131,57180,65.55.15.244,80,tcp,1295981794,False
192.168.3.131,17500,255.255.255.255,17500,udp,1295981750,True
192.168.3.131,57173,208.50.77.73,80,tcp,1295981749,False
172.16.255.1,50983,190.213.76.21,62669,udp,1295981650,False
192.168.3.131,58673,192.168.3.1,53,udp,1295981838,False
192.168.3.131,57150,208.50.77.73,80,tcp,1295981749,False
10.0.2.15,2527,64.4.9.254,61863,tcp,1295981765,False
172.16.255.1,50983,188.231.175.85,21827,udp,1295981645,False
72.14.213.147,80,192.168.3.131,57839,tcp,1295981803,False
172.16.255.1,50983,95.139.1.252,13208,udp,1295981662,False
192.168.3.131,56325,207.46.148.38,80,tcp,1295981675,False
172.16.255.1,50983,188.17.181.29,443,udp,1295981789,False
192.168.3.131,56360,65.54.95.140,80,tcp,1295981687,False
172.16.255.1,50983,209.105.148.72,56138,udp,1295981650,False
172.16.255.1,50983,178.144.253.171,43217,udp,1295981640,False
192.168.3.131,57229,204.14.234.85,80,tcp,1295981839,False
10.0.2.15,59365,10.0.2.3,53,udp,1295981711,False
172.16.255.1,50983,212.8.163.80,43400,udp,1295981671,False
192.168.3.131,58608,208.82.236.129,80,tcp,1295981699,False
10.0.2.15,2532,207.46.125.254,7001,udp,1295981659,False
10.0.2.15,2550,64.4.35.57,1863,tcp,1295981676,True
192.168.3.131,56420,207.46.148.38,80,tcp,1295981709,False
192.168.3.131,57176,65.55.206.9,5480,tcp,1295981794,False
10.0.2.15,62310,10.0.2.3,53,udp,1295981664,False
192.168.3.131,57149,208.50.77.73,80,tcp,1295981749,False
65.55.57.251,80,192.168.3.131,57058,tcp,1295981764,False
172.16.255.1,50983,88.203.161.148,13899,udp,1295981655,False
72.14.213.103,80,192.168.3.131,57897,tcp,1295981657,False
172.16.255.1,50983,65.35.35.4,34467,udp,1295981650,False
10.0.2.15,57632,10.0.2.3,53,udp,1295981663,False
172.16.255.1,50983,71.67.132.22,28376,udp,1295981650,False
72.14.213.103,80,192.168.3.131,57902,tcp,1295981652,False
172.16.255.1,50983,71.224.25.112,33695,udp,1295981640,False
172.16.255.1,50983,87.5.175.49,42341,udp,1295981649,False
72.14.213.138,80,192.168.3.131,57011,tcp,1295981784,False
72.14.213.156,80,192.168.3.131,57231,tcp,1295981660,False
192.168.3.131,56194,65.54.95.68,80,tcp,1295981618,False
192.168.3.131,57231,204.14.234.101,8443,tcp,1295981838,False
172.16.255.1,50983,182.166.37.160,60573,udp,1295981650,False
10.0.2.15,2553,70.37.129.34,5480,tcp,1295981820,False
192.168.3.131,56438,65.54.95.75,80,tcp,1295981711,False
172.16.255.1,10630,204.9.163.158,80,tcp,1295981648,True
172.16.255.1,50983,80.221.22.161,30425,udp,1295981663,False
10.0.2.15,64982,10.0.2.3,53,udp,1295981660,False
192.168.3.131,57201,208.50.77.134,80,tcp,1295981779,False
192.168.3.131,57192,69.63.181.15,80,tcp,1295981779,False
192.168.3.131,58464,208.82.236.129,80,tcp,1295981632,False
192.168.3.131,56418,65.54.95.140,80,tcp,1295981709,False
192.168.3.131,58666,208.82.236.129,80,tcp,1295981727,False
192.168.3.131,58417,208.82.236.130,80,tcp,1295981611,False
172.16.255.1,50983,111.250.201.8,62599,udp,1295981661,False
172.16.255.1,50983,92.255.161.104,43708,udp,1295981650,False
172.16.255.1,50983,207.172.53.166,42304,udp,1295981661,False
192.168.3.131,57198,69.63.181.15,80,tcp,1295981779,False
172.16.255.1,50983,125.232.97.116,60875,udp,1295981665,False
174.36.30.111,5480,192.168.3.131,49206,tcp,1295981780,False
192.168.3.131,56427,65.54.95.75,80,tcp,1295981710,False
192.168.3.131,49166,192.168.3.90,445,tcp,1295981743,False
192.168.3.131,57242,66.235.136.89,443,tcp,1295981764,False
172.16.255.1,,67.215.65.132,,icmp,1295981805,False
10.0.2.15,61133,10.0.2.3,53,udp,1295981696,False
192.168.3.131,56313,65.54.95.75,80,tcp,1295981672,False
192.168.3.131,56479,65.54.95.75,80,tcp,1295981728,False
172.16.255.1,10618,204.9.163.158,80,tcp,1295981636,True
192.168.3.131,57233,204.14.234.101,8443,tcp,1295981760,False
192.168.3.131,56408,65.54.95.75,80,tcp,1295981707,False
10.0.2.15,2532,207.46.125.253,7001,udp,1295981658,False
172.16.255.1,10670,204.194.237.136,80,tcp,1295981662,False
192.168.3.131,56318,207.46.148.38,80,tcp,1295981674,False
192.168.3.131,56358,65.54.95.140,80,tcp,1295981687,False
72.14.213.147,80,192.168.3.131,57847,tcp,1295981668,False
192.168.3.131,56436,65.54.95.75,80,tcp,1295981710,False
10.0.2.15,2549,65.55.116.184,5480,tcp,1295981781,False
192.168.3.131,56363,65.54.95.39,80,tcp,1295981688,False
192.168.3.131,56174,65.54.95.68,80,tcp,1295981609,False
192.168.3.131,58787,208.82.236.130,80,tcp,1295981782,False
172.16.255.1,50983,114.33.52.13,38843,udp,1295981663,False
172.16.255.1,50983,145.120.22.109,51491,udp,1295981665,False
10.0.2.15,2550,64.4.35.57,61863,tcp,1295981786,False
192.168.3.131,56414,65.54.95.140,80,tcp,1295981708,False
192.168.3.131,57180,65.55.15.244,5480,tcp,1295981794,False
10.0.2.15,58511,10.0.2.3,53,udp,1295981665,False
192.168.3.131,56357,207.46.148.38,80,tcp,1295981687,False
192.168.3.131,56362,207.46.148.38,80,tcp,1295981688,False
172.16.255.1,50983,79.143.161.140,32575,udp,1295981650,False
192.168.3.131,57121,208.50.77.136,80,tcp,1295981749,False
192.168.3.131,56359,65.54.95.140,80,tcp,1295981687,False
172.16.255.1,50983,128.173.201.171,23537,udp,1295981641,False
192.168.3.131,56406,65.54.95.68,80,tcp,1295981707,False
192.168.3.131,56434,65.54.95.68,80,tcp,1295981710,False
172.16.255.1,50983,71.67.129.20,21319,udp,1295981650,False
72.14.203.102,80,192.168.3.131,57878,tcp,1295981619,False
192.168.3.131,58440,208.82.236.129,80,tcp,1295981621,False
192.168.3.131,60629,192.168.3.1,53,udp,1295981838,False
192.168.3.131,56416,65.54.95.140,80,tcp,1295981709,False
192.168.3.131,56423,65.54.95.149,80,tcp,1295981709,False
192.168.3.131,57213,74.125.127.148,5480,tcp,1295981794,False
10.0.2.15,2543,65.55.116.184,5480,tcp,1295981774,False
192.168.3.131,56429,65.54.95.68,80,tcp,1295981710,False
192.168.3.131,56417,65.54.95.140,80,tcp,1295981709,False
192.168.3.131,56292,65.54.95.68,80,tcp,1295981663,False
72.14.213.103,80,192.168.3.131,57899,tcp,1295981651,False
192.168.3.131,57176,65.55.206.9,80,tcp,1295981794,False
10.0.2.15,59794,10.0.2.3,53,udp,1295981664,False
10.0.2.15,2540,207.46.105.186,80,tcp,1295981660,False
192.168.3.131,58794,208.82.236.130,80,tcp,1295981783,False
172.16.255.1,10616,204.9.163.158,80,tcp,1295981627,True
10.0.2.15,2551,70.37.129.34,80,tcp,1295981685,False
172.16.255.1,50983,118.6.206.252,48570,udp,1295981657,False
192.168.3.131,58793,208.82.236.130,80,tcp,1295981783,False
192.168.3.131,56369,65.54.95.75,80,tcp,1295981689,False
72.14.213.103,80,192.168.3.131,57891,tcp,1295981652,False
10.0.2.15,49796,10.0.2.3,53,udp,1295981655,False
72.14.213.103,80,192.168.3.131,57880,tcp,1295981656,False
192.168.3.131,57205,208.50.77.134,5480,tcp,1295981779,False
192.168.3.131,57949,195.27.155.40,80,tcp,1295981721,False
192.168.3.131,55967,63.215.202.49,80,tcp,1295981544,False
192.168.3.131,57231,204.14.234.101,443,tcp,1295981837,False
72.14.213.103,80,192.168.3.131,57888,tcp,1295981651,False
10.0.2.15,138,10.0.2.255,138,udp,1295981821,False
192.168.3.131,57174,208.50.77.97,80,tcp,1295981794,False
172.16.255.1,50983,188.163.1.229,50709,udp,1295981789,False
172.16.255.1,50983,156.26.54.15,4300,udp,1295981640,False
172.16.255.1,50983,186.80.218.34,3290,udp,1295981664,False
192.168.3.131,58439,208.82.236.129,80,tcp,1295981621,False
10.0.2.15,2529,207.46.96.145,5480,tcp,1295981768,False
192.168.3.131,57186,208.50.77.134,5480,tcp,1295981779,False
172.16.255.1,50983,109.227.83.14,6536,udp,1295981659,False
192.168.3.131,58789,209.17.73.30,80,tcp,1295981782,False
172.16.255.1,50983,208.88.186.242,13392,udp,1295981655,False
172.16.255.1,50983,212.50.66.122,52091,udp,1295981663,False
192.168.3.131,56456,65.54.95.75,80,tcp,1295981719,False
172.16.255.1,50983,2.120.66.172,23852,udp,1295981672,False
72.14.213.103,80,192.168.3.131,57882,tcp,1295981652,False
192.168.3.131,57204,208.50.77.134,80,tcp,1295981779,False
192.168.3.131,58737,208.82.236.129,80,tcp,1295981761,False
72.14.213.167,80,192.168.3.131,57032,tcp,1295981627,False
10.0.2.15,2529,207.46.96.145,80,tcp,1295981658,False
72.14.213.103,80,192.168.3.131,57901,tcp,1295981652,False
172.16.255.1,50983,95.68.58.110,17865,udp,1295981650,False
65.55.57.251,5480,192.168.3.131,57058,tcp,1295981764,False
192.168.3.131,57149,208.50.77.73,5480,tcp,1295981749,False
72.14.213.103,80,192.168.3.131,57900,tcp,1295981651,False
172.16.255.1,10665,67.215.65.132,443,tcp,1295981661,False
192.168.3.131,58668,208.82.236.130,80,tcp,1295981727,False
172.16.255.1,50983,70.80.140.19,64588,udp,1295981659,False
172.16.255.1,63802,239.255.255.250,1900,udp,1295981834,False
192.168.3.131,56327,76.74.140.168,80,tcp,1295981675,False
192.168.3.131,56256,65.54.95.75,80,tcp,1295981645,False
192.168.3.131,56233,65.54.95.68,80,tcp,1295981636,False
172.16.255.1,50983,67.84.192.140,443,udp,1295981645,False
192.168.3.131,57174,208.50.77.97,5480,tcp,1295981794,False
172.16.255.1,50983,69.126.180.28,443,udp,1295981789,False
192.168.3.131,57186,208.50.77.134,80,tcp,1295981779,False
192.168.3.131,57145,208.50.77.97,5480,tcp,1295981764,False
72.14.213.103,80,192.168.3.131,57892,tcp,1295981651,False
192.168.3.131,57173,208.50.77.73,5480,tcp,1295981749,False
65.55.25.60,443,10.0.2.15,2498,tcp,1295981638,False
192.168.3.131,58795,204.9.163.166,80,tcp,1295981784,False
172.16.255.1,50983,174.48.244.28,31727,udp,1295981649,False
192.168.3.131,58766,208.82.236.129,80,tcp,1295981774,False
172.16.255.1,10668,204.194.237.136,80,tcp,1295981662,False
192.168.3.131,58543,208.82.236.130,80,tcp,1295981669,False
72.14.213.101,80,192.168.3.131,57024,tcp,1295981659,False
10.0.2.15,2551,70.37.129.34,5480,tcp,1295981795,False
10.0.2.15,2545,91.103.140.2,5480,tcp,1295981774,False
72.14.213.103,80,192.168.3.131,57883,tcp,1295981651,False
172.16.255.1,50983,99.96.126.9,32178,udp,1295981660,False
172.16.255.1,50983,194.171.12.150,44386,udp,1295981649,False
192.168.3.131,56422,65.54.95.140,80,tcp,1295981709,False
192.168.3.131,56319,65.54.95.140,80,tcp,1295981674,False
192.168.3.131,57201,208.50.77.134,5480,tcp,1295981779,False
192.168.3.131,56435,65.54.95.75,80,tcp,1295981710,False
192.168.3.131,56332,65.54.95.75,80,tcp,1295981676,False
172.16.255.1,50983,208.88.186.244,13392,udp,1295981650,False
172.16.255.1,50983,67.163.123.10,39466,udp,1295981641,False
172.16.255.1,61993,239.255.255.250,1900,udp,1295981679,False
10.0.2.15,54657,10.0.2.3,53,udp,1295981658,False
72.14.213.103,80,192.168.3.131,57895,tcp,1295981651,False
192.168.3.131,56236,65.54.95.68,80,tcp,1295981636,False
72.14.213.103,80,192.168.3.131,57894,tcp,1295981651,False
10.0.2.15,2552,70.37.129.32,5480,tcp,1295981806,False
192.168.3.131,57121,208.50.77.136,5480,tcp,1295981749,False
172.16.255.1,50983,190.164.247.173,29044,udp,1295981663,False
172.16.255.1,50983,89.34.75.134,23924,udp,1295981650,False
172.16.255.1,50983,213.19.120.150,16763,udp,1295981657,False
192.168.3.131,58757,208.82.236.129,80,tcp,1295981770,False
192.168.3.131,58485,208.82.236.129,80,tcp,1295981642,False
192.168.3.131,57202,208.50.77.134,80,tcp,1295981779,False
192.168.3.131,58609,208.82.236.130,80,tcp,1295981699,False
10.0.2.15,2489,65.55.25.60,5480,tcp,1295981738,False
192.168.3.131,58542,208.82.236.129,80,tcp,1295981669,False
172.16.255.1,50983,75.76.39.18,35877,udp,1295981641,False
10.0.2.15,2538,207.46.125.254,7001,udp,1295981659,False
172.16.255.1,50983,71.10.26.41,14168,udp,1295981660,False
172.16.255.1,50983,207.47.250.146,52634,udp,1295981661,False
172.16.255.1,50983,67.82.196.121,10662,udp,1295981645,False
172.16.255.1,50983,148.88.200.63,42843,udp,1295981671,False
72.14.213.103,80,192.168.3.131,57893,tcp,1295981651,False
172.16.255.1,50983,114.46.199.16,59468,udp,1295981663,False
10.0.2.15,57524,10.0.2.3,53,udp,1295981658,False
192.168.3.131,57198,69.63.181.15,5480,tcp,1295981779,False
172.16.255.1,50983,218.166.122.86,22511,udp,1295981650,False
72.14.213.103,80,192.168.3.131,57896,tcp,1295981652,False
172.16.255.1,50983,94.248.101.181,38685,udp,1295981663,False
192.168.3.131,56415,65.54.95.140,80,tcp,1295981708,False
172.16.255.1,50983,188.22.186.229,14487,udp,1295981789,False
172.16.255.1,137,67.215.65.132,137,udp,1295981810,False
172.16.255.1,50983,111.249.130.107,42403,udp,1295981658,False
172.16.255.1,50983,67.117.28.180,56259,udp,1295981645,False
65.55.25.60,5443,10.0.2.15,2498,tcp,1295981748,False
172.16.255.1,50983,85.65.191.56,29464,udp,1295981666,False
192.168.3.131,57191,207.46.216.54,5480,tcp,1295981809,False
192.168.3.131,56351,65.54.95.68,80,tcp,1295981685,False
172.16.255.1,50983,24.193.140.50,9911,udp,1295981655,False
192.168.3.131,58830,208.82.236.129,80,tcp,1295981801,False
10.0.2.15,2545,91.103.140.2,80,tcp,1295981664,False
172.16.255.1,50983,188.246.82.7,32291,udp,1295981663,False
172.16.255.1,50983,92.224.118.42,50289,udp,1295981663,False
172.16.255.1,10620,204.9.163.158,80,tcp,1295981640,True
172.16.255.1,50983,129.132.232.116,7704,udp,1295981668,False
172.16.255.1,50983,95.160.236.51,32683,udp,1295981657,False
192.168.3.131,57229,204.14.234.85,5480,tcp,1295981839,False
192.168.3.131,58750,208.82.236.129,80,tcp,1295981767,False
10.0.2.15,2554,70.37.129.34,80,tcp,1295981711,False
172.16.255.1,50983,189.126.44.128,3192,udp,1295981666,False
172.16.255.1,63805,172.16.0.1,5351,udp,1295981834,False
72.14.213.103,80,192.168.3.131,57886,tcp,1295981651,False
192.168.3.131,57203,208.50.77.134,5480,tcp,1295981779,False
172.16.255.1,50983,92.247.222.20,25987,udp,1295981650,False
172.16.255.1,50983,67.170.187.174,38922,udp,1295981666,False
172.16.255.1,50983,212.8.163.80,54900,udp,1295981655,False
192.168.3.131,57205,208.50.77.134,80,tcp,1295981779,False
192.168.3.131,58490,208.82.236.130,80,tcp,1295981643,False
172.16.255.1,10619,204.9.163.158,80,tcp,1295981636,True
172.16.255.1,50983,124.144.10.123,50583,udp,1295981650,False
192.168.3.131,58487,208.82.236.129,80,tcp,1295981642,False
192.168.3.131,57203,208.50.77.134,80,tcp,1295981779,False
172.16.255.1,50983,188.2.252.64,43699,udp,1295981645,False
10.0.2.15,2554,70.37.129.34,5480,tcp,1295981821,False
72.14.213.103,80,192.168.3.131,57890,tcp,1295981651,False
172.16.255.1,50983,67.9.27.118,48240,udp,1295981645,False
172.16.255.1,50983,147.31.122.1,18165,udp,1295981640,False
192.168.3.131,58667,208.82.236.129,80,tcp,1295981727,False
192.168.3.131,57147,208.50.77.97,5480,tcp,1295981764,False
192.168.3.131,56051,207.46.0.109,80,tcp,1295981570,False
172.16.255.1,50983,93.181.202.185,30757,udp,1295981660,False
72.14.213.103,80,192.168.3.131,57898,tcp,1295981651,False
172.16.255.1,50983,74.75.251.207,39109,udp,1295981641,False
172.16.255.1,50983,145.94.52.184,11610,udp,1295981666,False
10.0.2.15,58971,10.0.2.3,53,udp,1295981668,False
192.168.3.131,57145,208.50.77.97,80,tcp,1295981764,False
172.16.255.1,50983,84.197.9.59,44808,udp,1295981666,False
192.168.3.131,56035,65.55.118.107,80,tcp,1295981569,False
172.16.255.1,50983,173.178.118.29,54049,udp,1295981659,False
10.0.2.15,2553,70.37.129.34,80,tcp,1295981710,False
192.168.3.131,56495,207.46.148.38,80,tcp,1295981735,False
192.168.3.131,58790,209.17.73.30,80,tcp,1295981782,False
